10000343	hair - false	Includes any products that can be described/observed as an arrangement of artificial or human hair that is worn either to enhance a person's natural facial, head or body hair or as a fashion/costume accessory. Includes products such as wigs, toupees, hair extensions, eyebrows, moustache. Specifically excludes False Eyelashes. Excludes products such Hair Accessories and False Eyelashes. (GPC brick)
10000348	hair - perming	Includes any products that can be described/observed as a device, tool or liquid, specifically designed for use in the function of hair perming. Products may claim to have formulations such as conditioning, moisturising, heat protection or extra hold. Excludes products such as Hair Styling and Conditioning Products. (GPC brick)
10000368	hair - shampoo	Includes any products that can be described/observed as a preparation which is specifically used to clean the hair. These products may be applied to the hair either with or without the addition of water and may be liquid, powder or applied from an aerosol. Products may also contain a conditioner to allow the user to wash and condition the hair at the same time. Includes products that may also have formulation claims such as anti-dandruff, for oily hair, sensitive or sun protection and conditioning. Specifically includes products such as 2 in 1 Shampoo and Conditioning products. Excludes products such as Hair Conditioners, Shampoos containing Colourants, Medicated Shampoo and Animal Shampoo. (GPC brick)
10000381	hair - styling (non powered)	Includes any products that can be described/observed as a non-powered preparation applied to the hair to style and hold. Products provide temporary styling and may be labelled according to the degree of hold they provide, such as 'regular' or 'extra hold'. Includes products such as preparations that may have additional formulation claims such as volumising, conditioning, and UV protection. Specifically excludes all powered hair styling products such as hairdryers and heated rollers. Excludes products such as Powered Hair Styling Products, Hair Perm products and Conditioners and non-powered styling aids such as brushes, curlers and rollers. (GPC brick)
10000678	hair - styling (powered)	Includes any products that can be described/observed as a powered device intended to aid in the styling or shaping of the hair. Includes products such as hair curling brushes, straightening tongs, braiding tools. Specifically excludes products such as hair styling aids that do not require a power source. Excludes products such as Hair Dryers, Electric Shavers, Trimmers and Razors, non-powered Hair Styling Aids and non-powered Curlers and Rollers. (GPC brick)
10000833	hair care products - replacement part	Includes any products that can be described/observed as replacement parts for Hair Care Products. Includes products such as trimmer blades and combs. Excludes products such as Hair Curlers, all other Hair Care Products currently catered for within the Hair Care Products class, as well as Hair Removal Products such as Shaving Razors. (GPC brick)
10000834	hair care product	Includes any products that can be described/observed as Hair Care products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Hair Care products. Other (GPC brick)
10000677	hair care product	Includes any products than can be described/observed as two or more distinct Hair Care Products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Hair Care Products class. Includes products such as Shampoo and Conditioners sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Shampoo and Shower Gel variety packs. Variety Packs (GPC brick)
10000829	hair curlers/roller	Includes any products that can be described/observed as a non-powered device intended to create curls or waves in the hair. These are designed to be fastened or entwined into the hair and left to create a curled or waved effect to the hair. Specifically excludes all Hair Curlers/Rollers that require a power source. Excludes products such as Brushes, Combs that are also designed to curl, wave or create a particular hairstyle and all products which can be described/observed as Permanent Wave Products. (GPC brick)
53141200	hair product	 Variety Packs (GPC class)
10000676	hair product	Includes any products than can be described/observed as two or more distinct Hair Products sold together which exist within the schema but belong to different classes, that is two or more products contained within the same pack which cross classes within the Hair Products Family. Includes products such as Shampoo with Razors variety packs. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Shampoo and Conditioner variety packs and Shampoo and Shower Gel variety packs. Variety Packs (GPC brick)
53180000	personal hygiene product	 (GPC family)
53181100	general personal hygiene	 (GPC class)
10000338	antiperspirants/deodorant	Includes any products that can be described/observed as a deodorant or antiperspirant, specifically designed to lend a pleasant fragrance to the skin and typically intended to disguise and/or reduce body odour or to reduce perspiration. Products specifically include intimate deodorants, such as deodorizing vaginal pessaries, etc. Excludes products such as Aftershave, Perfume or Fragranced Skin Toners/Moisturizers. (GPC brick)
10000335	cotton wool product	Includes any products that can be described/observed as an absorbent ball, pad or pleat, made from either pure cotton wool or synthetic fibres, designed for a variety of purposes such as cleansing of body parts, removal of cosmetics and for general first aid needs. Products include absorbent balls that can be bound around ends of a short plastic or wooden stick. Excludes products such as Impregnated Cleansing Wipes and Tissue and Nursing Accessories such as Breast Shields. (GPC brick)
10000341	ear/nasal care	Includes any products that may be described/observed as a preparation specifically designed to care for the health of ears or nasal cavity, and typically intended to cleanse or improve the condition of these areas. Includes products such as ear plugs, ear wax cleaning systems, nasal cleaning douche systems, neti pots. Excludes products such as Medicines intended for treatment of ears and Nasal Decongestants. (GPC brick)
10000485	facial tissue/handkerchief (disposable)	Includes any products that can be described/observed as a piece of disposable tissue paper or non-woven material, mainly designed for wiping or drying the face or for blowing the nose. Includes products packaged in boxes, travel packs and pocket packs. Excludes products such as Toilet Paper, Paper Towels, Table Napkins, Baby Napkins and non-disposable Handkerchiefs. (GPC brick)
10000786	general personal hygiene	Includes any products that can be described/observed as General Personal Hygiene products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all products currently classified within the Personal Hygiene Products family, such as Adult Incontinence Products, Feminine Hygiene products, Oral Hygiene products, Toilet Paper. Other (GPC brick)
10000715	general personal hygiene	Includes any products than can be described/observed as two or more distinct General Personal Hygiene products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the General Personal Hygiene class. Includes products such as Cotton Buds and Facial Tissues sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Cotton Balls and Facial Toners variety packs. Variety Packs (GPC brick)
10000375	toilet paper	Includes any products that can be described/observed as a sheet or roll of disposable paper, tissue or non-woven material specifically designed to wipe and cleanse the anal-genital zone of the body. It may or may not be made wholly or partially from recycled material. Products may be labelled specifically for haemorrhoid relief. Excludes products such as Facial Tissues, Cosmetic Pads and Paper Towels. (GPC brick)
53181200	feminine/nursing hygiene	 (GPC class)
10000344	feminine hygiene - accessory	Includes any products that can be described/observed as an accessory, specifically designed to increase the comfort of a woman during her menstrual period. Includes products such as a belt or item underwear, typically intended to secure and hold looped sanitary towels in place, or a bag intended to hygienically hold and dispose of used sanitary towels, tampons and panty liners. Excludes products such as Sanitary Towels, or Pads, Looped and Loopless Towels, Panty Liners, or Shields, and Tampons. (GPC brick)
10000482	feminine hygiene - cup	Includes any products that can be described/observed as a small, soft, flexible cup, specifically designed for feminine hygiene, and typically intended to be inserted into the vagina to absorb menstrual flow and prevent external discharge. Excludes products such as Tampons, Sanitary Towels/Panty Liners, Adult Incontinence Pads. (GPC brick)
10000483	feminine hygiene - panty liner	Includes any products that can be described/observed as a pre-cut, absorbent pad, or shield, with an adhesive strip, specifically designed for feminine hygiene, and typically intended to line the underwear in order to absorb non-menstrual discharge and protect garments from light staining. Products may be scented and non-scented. Excludes products such as Sanitary Towels and Tampons. (GPC brick)
10000320	feminine hygiene - tampon	Includes any products that can be described/observed as a short, tubular wad of compressed absorbent fibre attached to a string, specifically designed for feminine hygiene, and typically intended to be inserted into the vagina to absorb menstrual flow and prevent external discharge. Includes products with or without applicators. Excludes products such as Feminine Hygiene - Cups, Sanitary Towels/Panty Liners, Adult Incontinence Pads. (GPC brick)
10000376	feminine hygiene - towels/pad	Includes any products that can be described/observed an absorbent pad, napkin, towel or shield, with an adhesive strip, specifically designed for feminine hygiene, and typically intended to line the underwear in order to absorb menstrual discharge as well as non-menstrual discharge specifically occurring during pregnancy and protect garments from light staining. Products may be light, fresh, deodorised, contoured, shaped, winged and long, etc. Excludes products such as Adult Incontinence products and Tampons/Cups. (GPC brick)
10000785	feminine/nursing hygiene	Includes any products that can be described/observed as Feminine/Nursing Hygiene products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all products currently classified as Adult Incontinence products such as Adult Incontinence Pads. Other (GPC brick)
10000714	feminine/nursing hygiene	Includes any products than can be described/observed as two or more distinct Feminine/Nursing Hygiene products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Feminine/Nursing Hygiene class. Includes products such as Tampons and Panty Liners sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Panty Liners and Perfume variety packs. Variety Packs (GPC brick)
10000362	nursing hygiene accessory	Includes any products that can be described/observed as an accessory, specifically designed to enhance the comfort of nursing mothers. Products include breast soothers, designed to decrease swelling, also pads, wipes and nipple shields, typically intended to fit inside the bra cup to absorb any discharge that occurs between feedings, and to protect the garments. The products may be disposable or reusable, and can be impregnated with a solution for soothing cracked and sore nipples. Excludes products such as Milk Extractors, Baby Bottles and all other products intended to care for baby rather than enhance the comfort of nursing mothers. (GPC brick)
53181300	adult incontinence	 (GPC class)
10000481	adult incontinence - pad	Includes any products that can be described/observed as an absorbent pad of material, specifically designed for adult incontinence to help contain bodily waste and to protect garments. Specifically includes products designed to be worn inside underwear or incontinence pants. Excludes products such as Adult Incontinence Underwear, Panty Liners and Sanitary Napkins or Towels. (GPC brick)
10000321	adult incontinence - supply	Includes any products that can be described/observed as an item designed to be used in conjunction with adult incontinence products to enhance or supplement the safety, comfort and convenience of those suffering from incontinence. Products also include protective disposable and non-disposable bed sheets and seat pads. Excludes products such as Adult Incontinence Underwear, Baby Diapers, Panty Liners, Sanitary Napkins or Towels. (GPC brick)
10000709	adult incontinence - underwear (disposable)	Includes any products that can be described/observed as disposable protective underwear specifically designed for adult incontinence, to help contain bodily waste and to protect garments. They may or may not require the addition of incontinence pads . Excludes products such as non-disposable Underwear , Adult Incontinence Pads, Panty Liners and Sanitary Napkins or Towels. (GPC brick)
10000710	adult incontinence - underwear (non disposable)	Includes any products that can be described/observed as non-disposable protective underwear specifically designed for adult incontinence, to help contain bodily waste and to protect garments. They may or may not require the addition of incontinence pads. Excludes products such as Disposable Underwear, Adult Incontinence Pads, Panty Liners and Sanitary Napkins or Towels. (GPC brick)
10000784	adult incontinence	Includes any products that can be described/observed as Adult Incontinence products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all products currently classified as Feminine Hygiene products such as Feminine Hygiene Towels/Pads. Other (GPC brick)
10000713	adult incontinence	Includes any products than can be described/observed as two or more distinct Adult Incontinence products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Adult Incontinence class. Includes products such as Adult Incontinence Pads and Pad Bags sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Adult Incontinence Underwear and Personal Wipes variety packs. Variety Packs (GPC brick)
53181500	oral hygiene	 (GPC class)
10000536	breath fresheners/mouth rins	Includes any products that can be described/observed as a flavoured, scented preparation, specifically designed to freshen the breath, and typically dispensed as a gum, lozenge or tablet, aerosol spray, mouth rinse or drop applicator. Excludes products such as Toothpaste, Mint Confectionery, and Throat Sweets. (GPC brick)
10000383	dental cleansing	Includes any products that can be described/observed as a cream, gel, liquid, paste or wipe specifically designed to clean natural teeth and typically intended to be used with a toothbrush and water to assist the removal of dental plaque and to help to prevent tooth decay and gum disease. Products may claim specific formulations to combat tartar or for use by smokers.... Excludes products such as Breath Freshener, Mouth Rinse, Denture Cleansers and Gum Specific Creams. (GPC brick)
10000336	denture/orthodontic - care	Includes any products that can be described/observed as a substance, specifically designed to care for dentures or orthodontic  devices, or to temporarily fix them in place by adhering the dentures to the gums. Includes products such as denture whiteners and denture repair products Excludes Denture Cleansers and all products not specifically intended to use with dentures. (GPC brick)
10000337	denture/orthodontic - cleansing	Includes any products that can be described/observed as a preparation, specifically designed for cleaning dentures or orthodontic appliances, and typically intended to be applied with a toothbrush or be dissolved in water where dentures are soaked. Excludes products such as Denture Fixatives and all Toothpaste/Powder used for cleaning natural teeth. (GPC brick)
10000363	oral care - accessory	Includes any products that can be described/observed as an accessory, specifically designed to assist in oral care. Such products include a dental mirror or a dental explorer, which is typically intended to be manoeuvred into the mouth and used to inspect teeth or gum tissue and other areas that would otherwise only be visible during a dental examination. Products also include stands and holders for dental brushes and other accessories. Excludes products such as Personal Mirrors, Cosmetic Mirrors and all other products not specifically intended to facilitate the examination of the Teeth or Gums. (GPC brick)
10000384	oral care - aid (non powered)	Includes any products than can be described/observed as a non-powered aid specifically designed for the use in the care and hygiene of the mouth, teeth, tongue and gums typically intended to maintain oral hygiene. Includes Tongue Cleansers, Dental Floss, Toothpicks and non-powered Toothbrushes. Specifically excludes all powered oral care products and aids. Excludes products such as Powered Oral Care Aids, Powered Toothbrushes, Toothpaste, and Denture Products. (GPC brick)
10000781	oral care - aid (powered)	Includes any products than can be described/observed as a powered aid specifically designed for the use in the care and hygiene of the mouth, teeth, tongue and gums typically intended to maintain oral hygiene. Includes products such as Powered Toothbrushes, Whitening Systems and Gum Stimulators. Specifically excludes products such as Tongue Cleansers, Dental Floss and Toothpicks. Excludes products such as non-powered Oral Care Aids, non-powered Toothbrushes, Toothpaste, and Denture Products. (GPC brick)
10005839	oral care centre - brush/cleanser/storage (powered)	Includes any products that can be described/observed as a powered oral care device that is an all-in-one, UV sanitising, charging and storage solution for electric toothbrushes. Such products are can be mounted on a bathroom wall  or remain unmounted and transportable when travelling. The product may be rechargeable and have a recharge indicator. Excludes powered toothbrushes sold on their own and all other powered oral care aids already classified. (GPC brick)
10000782	oral hygiene - replacement part	Includes any products that can be described/observed as replacement parts for Oral Hygiene products. Includes products such as brush heads for electrically powered toothbrushes, bleaching kit refills and interdental refills. Excludes products such as toothbrushes, all other Oral Hygiene products currently catered for within the Oral Hygiene class, as well as products such as epilation brush heads. (GPC brick)
10000783	oral hygiene	Includes any products that can be described/observed as Oral Hygiene products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all products currently classified as General Hygiene products. Other (GPC brick)
10000716	oral hygiene	Includes any products than can be described/observed as two or more distinct Oral Hygiene products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Oral Hygiene class. Includes products such as Mouth Rinse and Toothbrushes sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Toothbrushes and Body Moisturisers variety packs. Variety Packs (GPC brick)
53181600	personal hygiene product	 Variety Packs (GPC class)
10000712	personal hygiene product	Includes any products than can be described/observed as two or more distinct Personal Hygiene Products sold together which exist within the schema but belong to different classes, that is two or more products contained within the same pack which cross classes within the Personal Hygiene Products Family. Includes products such as Panty Liners with Body Deodorant variety packs. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Mouth Rinse and Toothbrush variety packs and Toothbrushes and Body Moisturisers variety packs. Variety Packs (GPC brick)
53181700	baby diapers/accessory	 (GPC class)
10000494	baby diaper (disposable)	Includes any products that can be described/observed as a disposable paper-based or fabric garment specifically designed to collect and/or absorb bodily waste, and typically intended to be worn in place of underpants by a baby or infant who is not yet toilet trained. Includes disposable paper-based products that are enclosed within a waterproof backing, and disposable fabric products that may be worn with or without outer waterproof pants. Specifically excludes all non-disposable baby diapers. Excludes products such as Non Disposable Baby Diapers, Baby Inserts/Pads and Adult Incontinence Products. (GPC brick)
10000728	baby diaper (non disposable)	Includes any products that can be described/observed as a non-disposable paper-based or fabric garment specifically designed to collect and/or absorb bodily waste, and typically intended to be worn in place of underpants by a baby or infant who is not yet toilet trained. Includes non-disposable paper-based products that are enclosed within a waterproof backing, and non-disposable fabric products that may be worn with or without outer waterproof pants. Specifically excludes all disposable baby diapers. Excludes products such as Disposable Baby Diapers, Baby Inserts/Pads and Adult Incontinence Products. (GPC brick)
10000496	baby diapers accessory	Includes any products that can be described/observed as an implement, device or garment specifically designed to secure a baby diaper in place whilst it is being worn, to be worn over diapers so as to provide an additional water-proof layer that assists in keeping the diaper and its contents in place, or as a receptacle to contain clean or soiled diapers. Includes products such as diaper pins, covers and bags. Excludes products such as Baby Diapers and Baby Diaper Inserts/Pads (GPC brick)
10006821	baby diapers/accessory	Includes any products that can be described/observed as Baby Diapers/Accessories products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all currently classified Baby Diapers/Accessories. Other (GPC brick)
10006822	baby diapers/accessory	Includes any products than can be described/observed as two or more distinct Baby Diapers/Accessories sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Baby Diapers/Accessories class. Includes products such as Diapers and Diaper Bags sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Baby Bottles with Diapers variety packs. Variety Packs (GPC brick)
10000495	baby inserts/pad	Includes any products that can be described/observed as an disposable layer of paper, tissue or other fibres that is specifically designed to absorb bodily waste, and is typically intended to be inserted inside the baby diaper, underwear or fixation pants in order to enhance the absorptive capacity of the garment and thereby prevent any spillage or seepage of urine or faecal matter. Excludes products such as Disposable Diapers and Adult Incontinence products. (GPC brick)
53230000	personal intimacy	 (GPC family)
53230100	sexual toys/aid	 (GPC class)
10006247	penetration accessory (non powered)	Includes any products that can be described/observed as non-powered equipment specifically designed to be used during sexual acts either to stimulate, increase performance or produce more enjoyment. Excludes products such as powered Penetration Accessories. (GPC brick)
10006246	penetration accessory (powered)	Includes any products that can be described/observed as powered equipment specifically designed to be used during sexual acts either to stimulate, increase performance or produce more enjoyment. Excludes products such as non-powered Penetration Accessories. (GPC brick)
10006249	suction device (non powered)	Includes any products that can be described/observed as non powered equipment specifically designed to be used during sexual acts either to stimulate, increase performance or produce more enjoyment. Excludes products such as powered Suction Devices. (GPC brick)
10006248	suction device (powered)	Includes any products that can be described/observed as powered equipment specifically designed to be used during sexual acts either to stimulate, increase performance or produce more enjoyment. Excludes products such as non-powered Suction Devices. (GPC brick)
53130000	skin product	 (GPC family)
53131100	skin care	 (GPC class)
10000324	after shave care	Includes any products that can be described/observed as a preparation, specifically designed to be applied to the skin after shaving, with the primary aim to soothe, moisturise and tone the skin, minimise irritation and discomfort rather than give a pleasant smell. Specifically excludes, fragrances, perfumes and hair removal care products, which primary purpose is to be applied prior or during shaving or depilation.. Excludes products such as Hair Removal Care Products, Skin Moisturisers, Fresheners and Toners. (GPC brick)
10006275	after-sun moisturiser	Includes any products that can be are designed and marketed to be used after or during sun tanning sessions. Specifically designed for application to any part or combination of parts of the body, and intended to restore moisture to the skin and to treat and/or prevent facial wrinkles or dry skin conditions. Specifically excludes all moisturisers, which are not designed and marketed to be used after or during sun tanning sessions. Excludes products such as Body Talc, and After-sun hair shampoo. (GPC brick)
10000327	anti-spot aid (non powered)	Includes any products that can be described/observed as a non-powered device specifically designed to remove blackheads/whiteheads with minimal trauma to the skin. Products may include strips, wooden and metal spoons and non-powered vacuum action pumps/syringes. Specifically excludes all powered devices designed for the removal of blackheads/whiteheads. Excludes products such as Powered Anti Spot Aids, Anti Spot/Acne Cleansers and Acne Treatments. (GPC brick)
10000806	anti-spot aid (powered)	Includes any products that can be described/observed as powered devices intended to prevent and remove spots, fix clogged pore problems and remove blackhead acne and other impurities with minimal trauma to the skin. Includes products such as powered blemish removers and pore cleanser guns. Specifically excludes all non-powered devices designed for the removal of blackheads/whiteheads. Excludes products such as non-powered Anti-Spot Aids, Acne Creams, which treat and alleviate skin ailments such as acne, rosacea and Soaps/Shower Gels that are used to clean and wash the skin. (GPC brick)
10000332	cleansers/cosmetics remover (non powered)	Includes any products that can be described/observed as a non-powered preparation used on the face which is designed to cleanse/remove cosmetics from the skin. Products may claim to exfoliate or moisturise in addition to cleansing, and claim to have skin formulations such as hypoallergenic, added vitamins and lanolin. Includes products such as facial strips, gels and creams. Specifically excludes all powered cleansers and cosmetics removers such as facial saunas and any products whose primary purpose is exfoliating or moisturising. Excludes products such as Powered Cleansers and Cosmetics Removers, Body Cleansing/Washing products for use in the bath/shower, Anti-Spot Aids, Acne Treatments, Exfoliators, Moisturisers, Face Packs and Masks and Toilet, Bath and Shower Soap. (GPC brick)
10000808	cleansers/cosmetics remover (powered)	Includes any products that can be described/observed as powered devices that are used to clean and remove cosmetics from the skin such as portable steam systems, which are used to cleanse the skin by opening the skin pores. Includes products such as facial saunas. Specifically excludes all non-powered cleansers and cosmetics removers such as facial strips, gels and creams. Excludes products such as non-powered Cleansers/Cosmetic Removers such as Wipes, Skin Treatments such as Acne Cream that are intended to be used to treat and alleviate skin conditions such acne, warts, rosacea, verrucas and general skin cleaning products such as Soap, Shower Gels. (GPC brick)
10000719	cooling face/body mister	Includes any products that can be described/observed as a skin cooling product specifically designed for application to the face and/or body, and intended to cool and freshen the skin. Products may have additional claims such as hydrating, soothing, moisturising, toning, anaesthetizing itchy skin. Excludes products such as Face and Body Moisturisers and After Sun Moisturisers. (GPC brick)
10000342	exfoliants/mask	Includes any products that can be described/observed as a preparation applied to the skin in order to exfoliate the skin, or applied to the skin and allowed to remain for a short time before being removed and is specifically designed to cleanse, tighten, refresh or moisturise the skin. Products may claim to have skin formulations such as toning and hypoallergenic. Specifically includes body and facial masks and exfoliants/scrubs. Excludes products such as Face Cleansers, Cosmetic Removers, Face Moisturising Creams, Exfoliating Durables and Toilet, Bath and Shower Soap. (GPC brick)
10005727	lip balm	Includes any products that can be described/observed as a balm formulated to heal, repair and moisturise the lips. In addition, products may be tinted to enhance the appearance of the lips. Includes products presented as an oily formation, a gel, or a stick and some products are flavoured. Excludes products such as lip cosmetics, sun protection products and skin care moisturising products. (GPC brick)
10000810	skin care - replacement part	Includes any products that can be described/observed as replacement parts for Skin Care products. Excludes products such as cleansing strips, all other Skin Care products currently catered for within the Skin Care class, as well as products such as all products within the Body Massage and Toning class. (GPC brick)
10000812	skin care	Includes any products that can be described/observed as Skin Care products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all products currently classified as Skin Cleaning products, Skin Tanning products, Body Massage and Toning products, Cosmetics and Fragrances. Other (GPC brick)
10000721	skin care	Includes any products than can be described/observed as two or more distinct Skin Care products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Skin Care class. Includes products such as Exfoliants and Face Moisturisers sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Body Moisturisers and Perfume variety packs. Variety Packs (GPC brick)
10000356	skin care/moisturising product	Includes any products that can be described/observed as a product specifically designed for application to any part or combination of parts of the body, and intended to restore moisture to the skin and/or to treat and/or prevent facial wrinkles or dry skin conditions. Products may have additional claims such as moisturising, firming/toning, lifting, anti-cellulite, vitamin-enriched, sun-protection or antioxidant properties. Specifically excludes moisturisers, which are designed and marketed to be used after or during sun tanning sessions. Excludes products such as Body Talc, Cosmetics Removers/Cleansers, After Shave Care preparations and Skin Treatments that are specific to particular skin conditions such as eczema and acne. (GPC brick)
10000374	skin drying powder	Includes any products that can be described/observed as a fine powder, which is specifically designed to condition the skin and is typically applied after bathing to absorb moisture and prevent friction. Products may claim formulations such as with antiseptic or medicated properties. Excludes products such as Deodorising Powder, Specific and General Moisturising/Toning Products and Powder specifically designed to treat medical condition such as Athletes Foot. (GPC brick)
10000484	toners/astringent	Includes any products that can be described/observed as a preparation, which is applied or sprayed onto the face and is specifically designed to restore firmness to the skin by tightening the pores and cleansing the skin. Products may claim to have skin formulations such as anti-bacterial, alcohol-free, moisturising and sun protection. Excludes products such as Skin Freshener Pads, Facial Moisturisers, Facial Misters/Coolers, Facial Cleansers, and Make-Up Removers. (GPC brick)
53131200	skin tanning product	 (GPC class)
10000811	skin tanning products - replacement part	Includes any products that can be described/observed as replacement parts for Skin Tanning Products. Excludes products such as sun tanning bed mattresses, all other Skin Tanning Products currently catered for within the Skin Tanning Products class, as well as all replacement parts within the Skin Care class. (GPC brick)
10000814	skin tanning product	Includes any products that can be described/observed as Skin Tanning products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all products currently classified as Cosmetics products such as complexion foundation products and tinted moisturisers. Other (GPC brick)
10000723	skin tanning product	Includes any products than can be described/observed as two or more distinct Skin Tanning Products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Skin Tanning Products class. Includes products such as Sun Creams and Topical Sunless Tanning Lotions sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Sun Tanning Lotion and After Sun Moisturiser variety packs. Variety Packs (GPC brick)
10000373	sun protection product	Includes any products that can be described/observed as a preparation specifically designed for sun protection or use in conjunction with the sun and typically intended to be applied/sprayed directly onto to the skin prior to sun exposure. Products may claim formulations with moisturising or other additional properties. Excludes products such as Aftersun Products, Oral Tan Accelerators and Sunless Tanning Products. (GPC brick)
10000388	sun tan accelerator product	Includes any products that can be described/observed as a cream, gel, liquid or tablet specifically designed to accelerate skin tanning, and typically intended to be applied or sprayed directly onto the skin before sun exposure to enhance the tanning process or to be taken orally. Products may claim formulations with UV protection or moisturising properties. Excludes products such as Sun Protection and General Purpose Body Creams and Lotions. (GPC brick)
10000731	sunless tanning - oral (non powered)	Includes any products that can be described/observed as a non-powered oral preparation specifically designed for artificial skin tanning, and typically intended to create a tanned appearance without the need for exposure to the sun. Includes oral products which act by stimulating the production of melanin in the skin which turns the skin to a darker colour. Specifically excludes all topical (products which are applied to the skin) sunless tanning products, all powered devices used for artificial skin tanning such as sun beds and sun lamps, and all body cosmetics such as bronzers which are applied to the surface of the skin to provide the illusion of a suntan. Excludes products such as Topical Sunless Tanning products, powered devices for Sunless Skin Tanning, Body Cosmetics such as Bronzers and Face Cosmetics such as Tinted Foundations, Powders and Moisturisers. (GPC brick)
10000355	sunless tanning - topical (non powered)	Includes any products that can be described/observed as a non-powered topical preparation or device specifically designed for artificial skin tanning, and typically intended to create a tanned appearance without the need for exposure to the sun. Includes topical application products (such as creams or lotions) which "dye" the skin. These products often contain the active ingredient dihydroxyacetone (DHA), which reacts with skin's proteins (amino acids) in the outer layers of the skin to produce a browning effect. Specifically excludes all oral sunless tanning products, all powered devices used for artificial skin tanning such as sun beds and sun lamps, and all body cosmetics such as bronzers which are applied to the surface of the skin to provide the illusion of a suntan. Excludes products such as Oral Sunless Tanning products, powered devices for Sunless Skin Tanning, Body Cosmetics such as Bronzers and Face Cosmetics such as Tinted Foundations, Powders and Moisturisers. (GPC brick)
10000809	sunless tanning (powered)	Includes any products that can be described/observed as a powered device specifically designed for artificial skin tanning, and typically intended to create a tanned appearance without the need for exposure to the sun. Includes powered devices such as sun beds and sun lamps which act by emitting ultraviolet light and stimulating the production of melanin in the skin, which turns the skin to a darker colour. Specifically excludes all non-powered sunless tanning products, including both topical (products which are applied to the skin) and oral applications and all body cosmetics such as bronzers which are applied to the surface of the skin to provide the illusion of a suntan. Excludes products such as non-powered Topical and Oral Sunless Tanning products, Body Cosmetics such as Bronzers and Face Cosmetics such as Tinted Foundations, Powders and Moisturisers. (GPC brick)
53131300	body washing	 (GPC class)
10000328	bath additive	Includes any products that can be described/observed as a preparation that is added to bath water so as to fragrance, relax, relieve aches and pains and/or to stimulate. Includes products which claim formulations such as foaming or fragrant properties and may sometimes contain essential oils. Specifically excludes all powered bath spa devices. Excludes products such as Bath Cleansing Soap Products, Essential Oils and Bathing Accessories. (GPC brick)
10000813	body washing	Includes any products that can be described/observed as Body Washing products, where the user of the schema is not able to classify the products in existing bricks within the schema. Excludes all products currently classified as Body Washing products. Other (GPC brick)
10000722	body washing	Includes any products than can be described/observed as two or more distinct Body Washing products sold together, which exist within the schema belonging to different bricks but to the same class, that is two or more products contained within the same pack which cross bricks within the Body Washing class. Includes products such as Body Buffer Mitt and shower Gel sold together. Items that are received free with purchases should be removed from the classification decision-making process. Excludes products such as Personal Bath Soap and Body Moisturisers variety packs. Variety Packs (GPC brick)
10000334	cleansing/washing accessories - personal	Includes any products that can be described/observed as an accessory specifically designed to be used in the bath/shower. Includes products typically intended to improve comfort and safety such as anti-slip mat. Specifically includes Shower Caps and Exfoliating Durables. Excludes products such as Exfoliating Preparations, Fabric/Textile Towels and Bath Massage and Toning products. (GPC brick)
