20001063	reading device	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the reading device. (GPC attType)
20001065	method of data transfer	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the method in which data is transferred between a keyboard and the main computer unit. (GPC attType)
20001067	if with wheel	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has a wheel. (GPC attType)
20001068	type of computer pointing device	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of computer pointing device. (GPC attType)
20001072	type of computer/video game monitor	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the computer monitor product type. (GPC attType)
20001073	number of speaker	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the number of speakers. (GPC attType)
20001074	type of speaker	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of product speakers. (GPC attType)
20001077	type of office machinery consumable	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of office machinery consumable. (GPC attType)
20001080	type of printer	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of printer. (GPC attType)
20001081	type of computer projector	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of computer projector. (GPC attType)
20001082	type of scanner	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of scanner. (GPC attType)
20001084	type of web-camera	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of web camera. (GPC attType)
20001087	if wireless	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is wireless. (GPC attType)
20001088	type of modem	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of modem. (GPC attType)
20001090	type of network hub	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of network hub. (GPC attType)
20001091	type of network interface card	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of network interface card indicated by the connection to a 10, 100 or 1000 megabits/second network. (GPC attType)
20001092	type of network router	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of network router. (GPC attType)
20001097	type of repeater	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of computing repeater. (GPC attType)
20001098	type of caller id display	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the Caller ID has a visual display or audio announcement of the incoming call or both. (GPC attType)
20001102	case material	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the material which forms the outer casing of the product. (GPC attType)
20001107	if with wave filter	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product contains a wave filter. (GPC attType)
20001109	communication format	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of communication format. (GPC attType)
20001112	type of fixed communication pre-pay voucher/calling card	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of fixed communication device pre-pay voucher or calling card. (GPC attType)
20001113	wired/wireless	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is wired or wireless. (GPC attType)
20001116	corded/cordless	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is connected to a base unit or power supply by a cord. (GPC attType)
20001119	if with emergency call device	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product includes emergency call devices. (GPC attType)
20001123	type of sim card/adapter	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of mobile phone SIM card or adapter. (GPC attType)
20001125	if with camera	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product includes a camera. (GPC attType)
20001126	if colour screen	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product includes a colour screen. (GPC attType)
20001127	system	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the generation of the mobile phone system. (GPC attType)
20001129	type of pager	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of communications pager. (GPC attType)
20001130	type of two-way radio	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of two-way radio. (GPC attType)
20001131	gender	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify which gender the product is specified for. (GPC attType)
20001132	type of overall/bodysuit	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of one piece full body wear. (GPC attType)
20001134	season	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the season in which the product is intended for use. (GPC attType)
20001136	type of dress	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of dress. (GPC attType)
20001137	if maternity	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product is intended as maternity wear. (GPC attType)
20001138	length of skirt	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the skirt length. (GPC attType)
20001141	if thermal	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is thermal. (GPC attType)
20001143	type of disposable food wrap	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of disposable food wrap. (GPC attType)
20001144	type of television	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of television. (GPC attType)
20001145	analog/digital	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is analog or digital. (GPC attType)
20001146	tuner	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of product tuner. (GPC attType)
20001147	type of television combination	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of television combination. (GPC attType)
20001148	screen size (inches)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the product screen size in inches. (GPC attType)
20001149	colour format	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the colour format. (GPC attType)
20001150	if with radio	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has a radio. (GPC attType)
20001151	camcorder recording medium	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the recording medium of the camcorder. (GPC attType)
20001152	sound transmission	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the product's sound transmission. (GPC attType)
20001153	if with image stabiliser	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has an image stabiliser. (GPC attType)
20001156	if mp3 playback capability	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product has MP3 playback capability. (GPC attType)
20001157	if dolby digital decoder	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product includes a Dolby Digital Decoder. (GPC attType)
20001158	reading/recording format	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of reading/recording format. (GPC attType)
20001159	type of dvd combination player/recorder	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of DVD combination player or recorder. (GPC attType)
20001161	if twin receiver	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has a twin receiver. (GPC attType)
20001162	signal source	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the product signal source. (GPC attType)
20001163	common interface	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the common interface. (GPC attType)
20001165	type of aerial	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the aerial type. (GPC attType)
20001167	if long play	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product has long play properties. (GPC attType)
20001169	if with shockproof claim	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product claims to be shockproof. (GPC attType)
20001174	if recording functionality	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has a recording functionality. (GPC attType)
20001175	if world receiver functionality	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has a world receiver functionality, which allows access to world wide broadcasts. (GPC attType)
20001178	with/without cd player	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether or not the product has a CD player. (GPC attType)
20001181	type of home stereo system	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of home stereo system. (GPC attType)
20001182	type of home theatre system	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of home theatre system. (GPC attType)
20001183	type of home audio cassette deck	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacture to identify the number of cassettes that the product can hold. (GPC attType)
20001184	player/recorder	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product only plays recorded sound or whether the product facilitates both playing and recording. (GPC attType)
20001185	if multi-cd playback	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product has multi-CD playback capability. (GPC attType)
20001187	type of home audio speakers - individual	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of individual home audio speaker. (GPC attType)
20001188	type of home audio speaker system	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the ratio of speakers for positioning around the listener to the subwoofer or bass speaker. (GPC attType)
20001192	type of vinyl turntable	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of vinyl turntable. (GPC attType)
20001193	type of jukebox music medium	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the jukebox plays CD's, vinyl records or music stored on an internal hard drive. (GPC attType)
20001194	type of audio mixer	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the number of channels in a audio mixer. (GPC attType)
20001196	type of audio equipment replacement part/accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of audio equipment replacement part or accessory. (GPC attType)
20001198	recordable/rewritable	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is recordable or rewritable. (GPC attType)
20001203	type of recordable video cassette	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of recordable video cassette. (GPC attType)
20001210	genre	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the genre or subject matter. (GPC attType)
20001211	type of audio headset	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of audio headset. (GPC attType)
20001212	transmitter/receiver combination of wireless television link	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the transmitter/receiver combination for wireless television links. (GPC attType)
20001213	type of universal remote control	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of programming function that a universal remote control has in order to get the infrared code of the devices. (GPC attType)
20001215	number of port	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the number of ports available through which audio-visual equipment can be attached to the switch-box. (GPC attType)
20001217	type of converter cassette	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of converter cassette. (GPC attType)
20001218	type of microphone	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of microphone. (GPC attType)
20001219	type of audio visual stand/bracket	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of audio/visual equipment stand or bracket. (GPC attType)
20001221	type of audio visual cleaning product	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of audio-visual cleaning product. (GPC attType)
20001224	type of camera	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of camera which is determined by the set up of the viewfinder and capture of the picture/image. (GPC attType)
20001225	if with built-in flash	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has a built-in flash. (GPC attType)
20001226	type of camera flash adjustment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the adjustment between the camera and the flash. (GPC attType)
20001227	format of photographic film	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the format of photographic film. (GPC attType)
20001229	type of photograph slide projector	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if there is a display on the projector to view the slides (GPC attType)
20001230	if glass	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is made from glass. (GPC attType)
20001231	type of photography replacement part/accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of photography replacement part or accessory. (GPC attType)
20001232	method of photograph storage/display	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the method in which photographs are stored/displayed within the photograph album. (GPC attType)
20001234	magnifying factor	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the magnifying factor. (GPC attType)
20001236	type of photograph developing chemical	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of photograph developing chemical. (GPC attType)
20001239	type of photographic paper	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of photographic paper. (GPC attType)
20001240	type of photography drying equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of photography drying equipment. (GPC attType)
20001241	type of tank/tray/reel	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of photography dark room tank, tray or reel. (GPC attType)
20001242	type of car navigation	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of car navigation. (GPC attType)
20001243	placement	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify where the product is placed. (GPC attType)
20001244	type of car video cassette player	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of car video cassette player. (GPC attType)
20001245	type of car video receiving equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of car video receiving equipment. (GPC attType)
20001248	if digital radio broadcast (drb)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has a digital radio broadcast (DRB). (GPC attType)
20001249	if radio data system (rds)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has a radio data system (RDS). (GPC attType)
20001251	number of speaker output channel	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the number of speaker output channels. (GPC attType)
20001268	type of vehicle	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of vehicle. (GPC attType)
20001336	type of accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of accessory. (GPC attType)
20001337	type of artists brush/applicator	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of artist's brush or applicator. (GPC attType)
20001339	type of artists paint/dye	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of artist's paint or dye. (GPC attType)
20001340	type of artists pastel/charcoal/crayon	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of pastel, charcoal or crayon. (GPC attType)
20001341	type of artists surface agent	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of artist's surface agent. (GPC attType)
20001342	type of artists canvas/pre-primed board	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of canvas or pre-primed board. (GPC attType)
20001343	type of artists palette	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of artist's palette. (GPC attType)
20001344	type of artists easel	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of artist's easel. (GPC attType)
20001345	type of artists accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of artist's accessory. (GPC attType)
20001346	type of sand art supply	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of sand art supplies. (GPC attType)
20001349	type of airbrushing equipment - replacement part/accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of replacement part or accessory for airbrushing equipment. (GPC attType)
20001350	type of sculptors/pottery craft material	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of sculptors or pottery supply material. (GPC attType)
20001351	type of sculptors tool (non powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of non-powered sculptors tool. (GPC attType)
20001352	type of sculptors tool (powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of powered sculptors tool. (GPC attType)
20001353	installation type	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify how/where the product is installed. (GPC attType)
20001354	if with pedal	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product has pedal control. (GPC attType)
20001355	type of needlework fabric/textile	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of needlework fabric or textile. (GPC attType)
20001356	type of lace/ribbon/cord/braid	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of lace, ribbon, cord or braid. (GPC attType)
20001357	type of needlework thread	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of needlework thread. (GPC attType)
20001358	type of needlework tool	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of needlework tool. (GPC attType)
20001361	type of fabric marking equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of fabric marking equipment. (GPC attType)
20001362	type of sewing/knitting machinery (non powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of non-powered sewing or knitting machinery. (GPC attType)
20001363	type of sewing/knitting machinery (powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of powered sewing or knitting machinery. (GPC attType)
20001364	if computer controlled	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify if the product is computer controlled. (GPC attType)
20001367	type of needlework fastener	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of needlework fastener. (GPC attType)
20001368	type of toy making accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of toy making accessory. (GPC attType)
20001369	type of needlework storage product	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of needlework or toy making storage product. (GPC attType)
20001370	type of needlework template	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of needlework template. (GPC attType)
20001371	type of needlework accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of needlework accessory. (GPC attType)
20001372	type of jewellery craft material	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of primary ornamental material used in the craft of making jewellery. (GPC attType)
20001373	type of basketry craft material	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of basketry craft material. (GPC attType)
20001374	type of basketry craft tool (non powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of non-powered basketry craft tool. (GPC attType)
20001375	type of basketry craft accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of basketry craft accessory. (GPC attType)
20001376	type of paper craft tool (non powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of non-powered paper craft tool. (GPC attType)
20001377	type of paper/card making craft accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of accessory used in the craft of making paper or card or an item used to accessorise a manually crafted greeting card. (GPC attType)
20001379	type of glasswork/enamelling/marquetry craft material	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of glasswork, enamelling or marquetry crafting material. (GPC attType)
20001380	type of glasswork craft tool (powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of powered glasswork craft tool. (GPC attType)
20001382	type of candle/soap craft material	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of candle or soap craft material. (GPC attType)
20001384	type of candle/soap craft tool (non powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of non-powered candle or soap crafting tool. (GPC attType)
20001385	type of candle/soap craft tool (powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of powered candle or soap crafting tool. (GPC attType)
20001386	type of wood burning/engraving craft tool	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of wood-burning or engraving tool. (GPC attType)
20001389	type of printing craft tool	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of printing craft tool. (GPC attType)
20001392	type of spinning/weaving machine (powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of powered spinning or weaving machine. (GPC attType)
20001393	type of spinning/weaving machine (non powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of non-powered spinning or weaving machine. (GPC attType)
20001395	type of spinning/weaving craft replacement part/accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of spinning or weaving supplies replacement part or accessory. (GPC attType)
20001396	type of refuse bag	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify different types of refuse bags. (GPC attType)
20001397	type of throwing sports equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of throwing sports equipment. (GPC attType)
20001398	type of running sports equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of running sports equipment used on a sports track or field. (GPC attType)
20001399	type of jumping sports equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of jumping equipment used on a sports track or field. (GPC attType)
20001400	type of sport	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the sport for which the product is designed. (GPC attType)
20001402	material of feathered crown	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of material which forms the crown of the product. (GPC attType)
20001403	material of base	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of material which forms the base of the product. (GPC attType)
20001409	type of racquet sports replacement part/accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of racquet sports replacement part or accessory. (GPC attType)
20001410	type of sports bat/stick/club	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of sports bat, stick, club, cue or mallet. (GPC attType)
20001418	type of sled	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of sled. (GPC attType)
20001419	specified number of person	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the number of persons that can use the product at one time. (GPC attType)
20001421	type of skis/ski boards/snow board	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify whether the product is a pair of skis, ski boards or a snow board. (GPC attType)
20001423	type of curling stone	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of curling stone. (GPC attType)
20001424	type of snow/ice sports equipment replacement part/accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of snow and ice sports equipment replacement part or accessory. (GPC attType)
20001425	type of trekking/mountaineering sports equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of trekking or mountaineering sports equipment. (GPC attType)
20001430	type of punching/kicking training aid	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of punching/kicking training aid. (GPC attType)
20001431	type of martial arts sports equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of martial arts sports equipment. (GPC attType)
20001433	type of cycle	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of cycle. (GPC attType)
20001434	type of cycle replacement part	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of cycle replacement part. (GPC attType)
20001435	type of exercise machine	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of exercise machine. (GPC attType)
20001440	type of gym accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of non-powered gym accessory. (GPC attType)
20001443	type of sports monitor	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of sports monitor. (GPC attType)
20001444	type of personal fitness replacement part/accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of personal fitness replacement part or accessory. (GPC attType)
20001445	type of rhythm gymnastics equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of rhythm gymnastics equipment. (GPC attType)
20001446	type of gymnastics apparatu	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of gymnastics apparatus. (GPC attType)
20001447	type of kite/number of line	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the number of lines, which determines the manoeuvrability of the kite. (GPC attType)
20001450	type of board/buggy (non powered)	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of non-powered kiting/parachuting board or buggy. (GPC attType)
20001454	type of skateboarding replacement part/accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of skateboard replacement part or accessory. (GPC attType)
20001455	type of boards/ski	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of board or ski. (GPC attType)
20001456	type of board/ski (water sports) replacement part/accessory	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of water sports board or ski replacement part or accessory. (GPC attType)
20001458	type of swimming training aid	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of swimming aid used to assist swimming training. (GPC attType)
20001459	type of diving equipment	Indicates, with reference to the product branding, labelling or packaging, the descriptive term that is used by the product manufacturer to identify the type of diving equipment. (GPC attType)
